orderid,custid,orderstatus,totalprice,orderdate,orderpriority,clerk,storeid,shippriority,ordercomment,orderqty,productid,discount
405790,1229,C,1330.98,2019-06-27,10,June Summer,1,1,In Stock,13,1,16.64
225219,1399,C,1391.75,2020-10-10,10,Ossie Leaves,2,2,In Stock,6,6,13.92
372367,1127,C,1141.09,2019-04-23,10,April Rains,2,2,In Stock,5,5,28.53
300934,1374,C,1390.00,2020-10-12,10,Ossie Leaves,1,1,In Stock,13,8,69.50
230643,1263,C,1174.16,2020-07-15,10,Justin Heat,5,5,In Stock,2,4,58.71
342513,1223,C,1065.00,2020-06-05,10,June Summer,6,1,In Stock,1,2,53.25
210638,1258,C,1146.60,2020-07-13,10,Justin Heat,7,2,In Stock,1,7,19.11
345449,1189,C,1095.00,2019-05-17,10,May Flowers,6,1,In Stock,1,6,54.75
477915,1085,C,1245.89,2020-03-22,10,Matt Winds,6,1,In Stock,2,4,15.57
486500,1470,C,1337.06,2020-12-17,10,Dee Winter,8,3,In Stock,1,4,16.71
300913,1383,C,1065.00,2020-10-05,10,Ossie Leaves,6,1,In Stock,1,2,53.25
318083,1233,C,1355.29,2020-06-18,10,June Summer,6,1,In Stock,2,8,22.59
265023,1023,C,1229.29,2020-01-08,10,Jack Snow,10,5,In Stock,1,3,15.37
440740,1344,C,1300.59,2020-09-25,10,Steve Fall,1,1,In Stock,13,6,21.68
387619,1269,C,1095.00,2019-07-07,10,Justin Heat,6,1,In Stock,1,9,18.25
218060,1126,C,1251.98,2020-04-02,10,April Rains,2,2,In Stock,6,1,20.87
151052,1432,C,1284.97,2020-11-18,10,Norbert Thanks,5,5,In Stock,2,5,64.25
275667,1257,C,1198.14,2020-07-23,10,Justin Heat,9,4,In Stock,1,9,19.97
201950,1285,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,3,34.95
382439,1179,C,1209.72,2019-05-13,10,May Flowers,10,5,In Stock,1,3,12.10
280153,1063,C,1115.00,2020-02-18,10,Fred Cold,6,1,In Stock,1,8,11.15
227562,1462,C,1288.43,2020-12-14,10,Dee Winter,9,4,In Stock,1,8,21.47
492494,1204,C,1150.00,2020-05-30,10,May Flowers,1,1,In Stock,11,7,14.38
219690,1179,C,1270.21,2020-05-23,10,May Flowers,1,1,In Stock,12,2,31.76
418144,1464,C,1070.00,2019-12-15,10,Dee Winter,1,1,In Stock,10,10,10.70
312840,1024,C,1361.37,2020-01-28,10,Jack Snow,2,2,In Stock,6,5,13.61
415860,1360,C,1267.88,2019-09-20,10,Steve Fall,8,3,In Stock,1,1,12.68
211023,1433,C,1229.29,2020-11-08,10,Norbert Thanks,10,5,In Stock,1,3,20.49
482460,1306,C,1312.75,2020-08-16,10,Auggie Sunshine,3,3,In Stock,4,5,16.41
372058,1028,C,1256.85,2019-01-20,10,Jack Snow,7,2,In Stock,1,8,62.84
432418,1008,C,1264.13,2020-01-13,10,Jack Snow,5,5,In Stock,2,7,31.60
440330,1333,C,1634.85,2020-09-11,10,Steve Fall,5,5,In Stock,3,2,27.25
140303,1123,C,1119.04,2020-04-01,10,April Rains,10,5,In Stock,1,5,13.99
230843,1343,C,1174.16,2020-09-15,10,Steve Fall,5,5,In Stock,2,1,29.35
265570,1220,C,1157.62,2020-06-24,10,June Summer,8,3,In Stock,1,4,19.29
240549,1229,C,1267.60,2020-06-17,10,June Summer,8,3,In Stock,1,8,21.13
409700,1380,C,1276.28,2019-10-24,10,Ossie Leaves,7,2,In Stock,1,3,12.76
162794,1104,C,1361.37,2020-03-18,10,Matt Winds,2,2,In Stock,6,8,34.03
300949,1389,C,1095.00,2020-10-17,10,Ossie Leaves,6,1,In Stock,1,8,13.69
372647,1267,C,1196.21,2019-07-16,10,Justin Heat,7,2,In Stock,1,2,59.81
416041,1421,C,1163.14,2019-11-14,10,Norbert Thanks,4,4,In Stock,2,3,14.54
337634,1254,C,1470.19,2020-07-12,10,Justin Heat,1,1,In Stock,14,7,24.50
184103,1133,C,1294.51,2020-04-25,10,April Rains,5,5,In Stock,2,5,12.95
206840,1474,C,1361.37,2020-12-28,10,Dee Winter,2,2,In Stock,6,3,13.61
490349,1139,C,1207.24,2020-04-17,10,April Rains,8,3,In Stock,1,2,30.18
167667,1287,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,10,34.95
420996,1406,C,1150.00,2020-10-31,10,Ossie Leaves,1,1,In Stock,11,9,28.75
210592,1242,C,1267.88,2020-06-30,10,June Summer,8,3,In Stock,1,8,12.68
346076,1426,C,1080.00,2019-11-26,10,Norbert Thanks,1,1,In Stock,10,8,18.00
256840,1274,C,1361.37,2020-07-28,10,Justin Heat,2,2,In Stock,6,6,22.69
265343,1133,C,1174.16,2020-04-15,10,April Rains,5,5,In Stock,2,4,14.68
191830,1473,C,1355.29,2020-12-28,10,Dee Winter,6,1,In Stock,2,1,22.59
440530,1353,C,1355.29,2020-09-18,10,Steve Fall,6,1,In Stock,2,8,22.59
319667,1287,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,6,69.89
421055,1435,C,1125.00,2020-11-19,10,Norbert Thanks,6,1,In Stock,1,2,28.12
360817,1137,C,1318.82,2019-04-16,10,April Rains,9,4,In Stock,1,2,21.98
188240,1354,C,1361.37,2020-09-08,10,Steve Fall,2,2,In Stock,6,9,22.69
457393,1153,C,1331.27,2020-04-30,10,April Rains,2,2,In Stock,6,1,13.31
300110,1050,C,1050.00,2020-02-04,10,Fred Cold,1,1,In Stock,10,1,26.25
301048,1428,C,1090.00,2020-11-16,10,Norbert Thanks,1,1,In Stock,10,3,13.62
160935,1025,C,1367.45,2020-01-29,10,Jack Snow,8,3,In Stock,1,5,17.09
240749,1309,C,1267.60,2020-08-17,10,Auggie Sunshine,8,3,In Stock,1,5,21.13
387836,1336,C,1030.00,2019-09-12,10,Steve Fall,1,1,In Stock,10,7,12.88
345849,1349,C,1095.00,2019-09-17,10,Steve Fall,6,1,In Stock,1,8,10.95
230553,1233,C,1229.29,2020-06-18,10,June Summer,10,5,In Stock,1,7,20.49
241197,1497,C,1331.27,2020-12-31,10,Dee Winter,2,2,In Stock,6,9,66.56
280696,1286,C,1150.00,2020-07-31,10,Justin Heat,1,1,In Stock,11,1,28.75
441262,1342,C,1288.43,2020-09-14,10,Steve Fall,9,4,In Stock,1,9,16.11
406310,1251,C,1221.58,2019-07-11,10,Justin Heat,2,2,In Stock,6,2,20.36
257612,1282,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,8,23.30
240034,1004,C,1180.78,2020-01-12,10,Jack Snow,1,1,In Stock,11,3,11.81
230307,1127,C,1141.09,2020-04-03,10,April Rains,2,2,In Stock,5,2,14.26
275108,1048,C,1203.93,2020-02-03,10,Fred Cold,4,4,In Stock,3,6,15.05
458146,1466,C,1250.24,2020-12-16,10,Dee Winter,1,1,In Stock,12,4,62.51
483880,1358,C,1385.67,2020-09-30,10,Steve Fall,6,1,In Stock,2,2,13.86
327066,1006,C,1135.58,2020-01-22,10,Jack Snow,6,1,In Stock,1,4,56.78
252880,1108,C,1385.67,2020-03-30,10,Matt Winds,6,1,In Stock,2,6,13.86
300699,1289,C,1150.00,2020-07-31,10,Justin Heat,1,1,In Stock,11,3,19.17
320010,1331,C,1221.58,2020-09-01,10,Steve Fall,2,2,In Stock,6,4,20.36
256020,1252,C,1531.54,2020-07-01,10,Justin Heat,2,2,In Stock,7,5,15.32
161177,1047,C,1258.05,2020-02-03,10,Fred Cold,9,4,In Stock,1,6,15.73
440261,1311,C,1343.13,2020-08-17,10,Auggie Sunshine,4,4,In Stock,3,8,67.16
477150,1095,C,1306.67,2020-03-05,10,Matt Winds,7,2,In Stock,1,10,21.78
251431,1053,C,1294.51,2020-02-15,10,Fred Cold,5,5,In Stock,2,7,21.58
492280,1100,C,1100.00,2020-03-27,10,Matt Winds,1,1,In Stock,11,5,18.33
231100,1450,C,1267.88,2020-11-30,10,Norbert Thanks,8,3,In Stock,1,1,12.68
318622,1252,C,1531.54,2020-07-01,10,Justin Heat,2,2,In Stock,7,5,76.58
195210,1021,C,1343.13,2020-01-07,10,Jack Snow,4,4,In Stock,3,2,16.79
251410,1051,C,1282.36,2020-02-14,10,Fred Cold,3,3,In Stock,4,1,32.06
517280,1190,C,1337.06,2020-05-27,10,May Flowers,8,3,In Stock,1,3,13.37
216397,1067,C,1379.61,2020-02-09,10,Fred Cold,10,5,In Stock,1,6,13.80
314992,1092,C,1288.43,2020-03-24,10,Matt Winds,9,4,In Stock,1,9,32.21
342928,1398,C,1140.00,2020-10-10,10,Ossie Leaves,1,1,In Stock,11,10,28.50
462506,1216,C,1030.00,2020-06-02,10,June Summer,1,1,In Stock,10,7,10.30
188316,1316,C,1373.52,2020-08-19,10,Auggie Sunshine,4,4,In Stock,3,9,22.89
382488,1198,C,1319.69,2019-05-30,10,May Flowers,10,5,In Stock,1,9,21.99
265499,1209,C,1267.88,2020-05-30,10,May Flowers,8,3,In Stock,1,8,12.68
337523,1233,C,1290.75,2020-06-08,10,June Summer,1,1,In Stock,12,10,32.27
438259,1219,C,1270.21,2020-06-23,10,June Summer,1,1,In Stock,12,5,21.17
185929,1219,C,1270.21,2020-06-13,10,June Summer,1,1,In Stock,12,1,15.88
432814,1014,C,1300.59,2020-01-25,10,Jack Snow,1,1,In Stock,13,5,21.68
420517,1227,C,1085.00,2020-06-06,10,June Summer,6,1,In Stock,1,2,13.56
372616,1266,C,1190.70,2019-07-06,10,Justin Heat,1,1,In Stock,11,3,11.91
416010,1420,C,1157.62,2019-11-04,10,Norbert Thanks,8,3,In Stock,1,8,14.47
363358,1228,C,1324.90,2019-06-26,10,June Summer,5,5,In Stock,2,3,33.12
250407,1007,C,1258.05,2020-01-13,10,Jack Snow,9,4,In Stock,1,2,62.90
372208,1088,C,1146.60,2019-03-03,10,Matt Winds,7,2,In Stock,1,10,19.11
195940,1034,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,4,13.98
197000,1080,C,1397.83,2020-02-28,10,Fred Cold,8,3,In Stock,1,6,17.47
328120,1470,C,1212.75,2020-12-07,10,Dee Winter,3,3,In Stock,4,1,20.21
433220,1062,C,1349.22,2020-02-08,10,Fred Cold,10,5,In Stock,1,4,22.49
265333,1123,C,1119.04,2020-04-11,10,April Rains,10,5,In Stock,1,7,27.98
362786,1236,C,1373.52,2019-06-09,10,June Summer,4,4,In Stock,3,2,34.34
224080,1378,C,1264.13,2020-10-03,10,Ossie Leaves,5,5,In Stock,2,7,15.80
276059,1439,C,1325.48,2020-11-20,10,Norbert Thanks,6,1,In Stock,2,9,16.57
342659,1279,C,1145.00,2020-07-20,10,Justin Heat,6,1,In Stock,1,1,19.08
479081,1131,C,1282.36,2020-04-24,10,April Rains,3,3,In Stock,4,4,21.37
434810,1101,C,1343.13,2020-03-27,10,Matt Winds,4,4,In Stock,3,6,33.58
342251,1101,C,1105.00,2020-03-17,10,Matt Winds,6,1,In Stock,1,4,18.42
140493,1203,C,1267.88,2020-05-30,10,May Flowers,8,3,In Stock,1,9,12.68
327609,1259,C,1152.11,2020-07-03,10,Justin Heat,3,3,In Stock,3,5,28.80
372410,1180,C,1157.62,2019-05-04,10,May Flowers,8,3,In Stock,1,4,28.94
478040,1124,C,1239.82,2020-04-02,10,April Rains,10,5,In Stock,1,8,31.00
230135,1045,C,1130.06,2020-02-12,10,Fred Cold,1,1,In Stock,11,9,14.13
252464,1104,C,1361.37,2020-03-08,10,Matt Winds,2,2,In Stock,6,5,22.69
415783,1313,C,1229.29,2019-08-28,10,Auggie Sunshine,10,5,In Stock,1,1,15.37
240922,1392,C,1284.97,2020-10-08,10,Ossie Leaves,5,5,In Stock,2,8,21.42
383012,1422,C,1227.08,2019-11-04,10,Norbert Thanks,8,3,In Stock,1,4,15.34
322040,1414,C,1738.18,2020-11-02,10,Norbert Thanks,9,4,In Stock,1,7,17.38
345246,1096,C,1080.00,2019-03-16,10,Matt Winds,1,1,In Stock,10,10,27.00
265228,1108,C,1256.85,2020-03-10,10,Matt Winds,7,2,In Stock,1,9,62.84
462214,1094,C,1070.00,2020-03-05,10,Matt Winds,1,1,In Stock,10,10,17.83
189614,1344,C,1300.59,2020-09-25,10,Steve Fall,1,1,In Stock,13,2,13.01
150645,1265,C,1244.45,2020-07-15,10,Justin Heat,5,5,In Stock,2,2,31.11
210801,1331,C,1108.01,2020-09-01,10,Steve Fall,9,4,In Stock,1,9,18.47
150563,1213,C,1418.09,2020-06-21,10,June Summer,9,4,In Stock,1,2,35.45
160616,1026,C,1373.52,2020-01-19,10,Jack Snow,4,4,In Stock,3,4,17.17
300056,1026,C,1130.00,2020-01-19,10,Jack Snow,1,1,In Stock,11,1,14.12
216551,1051,C,1282.36,2020-02-14,10,Fred Cold,3,3,In Stock,4,2,16.03
275708,1298,C,1203.93,2020-08-03,10,Auggie Sunshine,4,4,In Stock,3,2,30.10
210963,1373,C,1526.96,2020-10-21,10,Ossie Leaves,7,2,In Stock,2,10,15.27
140672,1262,C,1168.65,2020-07-24,10,Justin Heat,9,4,In Stock,1,3,58.43
418063,1413,C,1425.00,2019-11-21,10,Norbert Thanks,6,1,In Stock,2,8,17.81
190550,1435,C,1367.45,2020-11-19,10,Norbert Thanks,8,3,In Stock,1,3,34.19
204702,1352,C,1349.22,2020-09-28,10,Steve Fall,10,5,In Stock,1,10,16.87
490291,1111,C,1267.88,2020-03-31,10,Matt Winds,8,3,In Stock,1,9,21.13
327950,1390,C,1212.75,2020-10-17,10,Ossie Leaves,3,3,In Stock,4,4,30.32
328011,1421,C,1163.14,2020-11-04,10,Norbert Thanks,4,4,In Stock,2,8,58.16
219220,1192,C,1349.22,2020-05-08,10,May Flowers,10,5,In Stock,1,10,16.87
198420,1132,C,1288.43,2020-04-14,10,April Rains,9,4,In Stock,1,5,16.11
415512,1222,C,1168.65,2019-06-04,10,June Summer,9,4,In Stock,1,4,11.69
182024,1064,C,1361.37,2020-02-28,10,Fred Cold,2,2,In Stock,6,9,22.69
230781,1311,C,1218.26,2020-08-27,10,Auggie Sunshine,9,4,In Stock,1,5,20.30
447812,1342,C,1168.65,2020-09-04,10,Steve Fall,9,4,In Stock,1,1,29.22
262694,1474,C,1361.37,2020-12-18,10,Dee Winter,2,2,In Stock,6,4,34.03
372137,1047,C,1141.09,2019-02-13,10,Fred Cold,2,2,In Stock,5,9,14.26
251661,1061,C,1343.13,2020-02-17,10,Fred Cold,4,4,In Stock,3,1,67.16
163058,1098,C,1324.90,2020-03-26,10,Matt Winds,5,5,In Stock,2,1,22.08
457966,1376,C,1192.36,2020-10-22,10,Ossie Leaves,3,3,In Stock,3,2,29.81
212080,1020,C,1100.00,2020-01-27,10,Jack Snow,1,1,In Stock,11,6,55.00
261510,1471,C,1343.13,2020-12-17,10,Dee Winter,4,4,In Stock,3,10,13.43
240180,1060,C,1273.39,2020-02-27,10,Fred Cold,4,4,In Stock,3,2,31.83
275437,1177,C,1198.14,2020-05-13,10,May Flowers,9,4,In Stock,1,6,14.98
212650,1270,C,1100.00,2020-07-17,10,Justin Heat,1,1,In Stock,11,4,27.50
182266,1086,C,1251.98,2020-03-02,10,Matt Winds,2,2,In Stock,6,5,62.60
210570,1220,C,1157.62,2020-06-24,10,June Summer,8,3,In Stock,1,4,28.94
317750,1225,C,1306.67,2020-06-25,10,June Summer,7,2,In Stock,1,8,21.78
417752,1312,C,1110.00,2019-08-18,10,Auggie Sunshine,1,1,In Stock,11,10,13.88
491061,1411,C,1108.01,2020-11-21,10,Norbert Thanks,9,4,In Stock,1,5,18.47
417548,1228,C,1090.00,2019-06-16,10,June Summer,1,1,In Stock,10,9,18.17
266097,1447,C,1267.88,2020-11-30,10,Norbert Thanks,8,3,In Stock,1,8,15.85
441284,1344,C,1300.59,2020-09-15,10,Steve Fall,1,1,In Stock,13,9,16.26
411022,1412,C,1726.02,2019-11-01,10,Norbert Thanks,7,2,In Stock,2,8,43.15
417588,1238,C,1140.00,2019-06-30,10,June Summer,1,1,In Stock,11,1,14.25
219521,1181,C,1282.36,2020-05-04,10,May Flowers,3,3,In Stock,4,2,21.37
408860,1356,C,1373.52,2019-09-29,10,Steve Fall,4,4,In Stock,3,2,17.17
300538,1218,C,1040.00,2020-06-13,10,June Summer,1,1,In Stock,10,8,26.00
217563,1083,C,1233.74,2020-03-11,10,Matt Winds,4,4,In Stock,3,7,15.42
361224,1144,C,1361.37,2019-04-28,10,April Rains,2,2,In Stock,6,9,13.61
312528,1018,C,1324.90,2020-01-16,10,Jack Snow,5,5,In Stock,2,3,33.12
420646,1266,C,1080.00,2020-07-16,10,Justin Heat,1,1,In Stock,10,5,10.80
280064,1004,C,1020.00,2020-01-22,10,Jack Snow,1,1,In Stock,10,3,10.20
462143,1053,C,1065.00,2020-02-15,10,Fred Cold,6,1,In Stock,1,6,26.62
482310,1291,C,1221.58,2020-08-11,10,Auggie Sunshine,2,2,In Stock,6,1,30.54
527315,1135,C,1185.19,2020-04-05,10,April Rains,6,1,In Stock,1,7,59.26
415506,1216,C,1135.58,2019-06-02,10,June Summer,6,1,In Stock,1,4,28.39
241053,1433,C,1290.75,2020-11-18,10,Norbert Thanks,1,1,In Stock,12,6,16.13
327372,1132,C,1168.65,2020-04-24,10,April Rains,9,4,In Stock,1,6,29.22
366810,1391,C,1343.13,2019-10-27,10,Ossie Leaves,4,4,In Stock,3,2,13.43
343196,1496,C,1150.00,2020-12-31,10,Dee Winter,1,1,In Stock,11,6,28.75
210057,1027,C,1251.34,2020-01-19,10,Jack Snow,2,2,In Stock,6,7,62.57
168070,1337,C,1258.05,2020-09-03,10,Steve Fall,9,4,In Stock,1,9,62.90
276188,1478,C,1319.69,2020-12-30,10,Dee Winter,10,5,In Stock,1,4,65.98
372234,1084,C,1124.55,2019-03-12,10,Matt Winds,5,5,In Stock,2,6,14.06
265523,1233,C,1229.29,2020-06-08,10,June Summer,10,5,In Stock,1,1,61.46
415159,1069,C,1262.36,2019-02-20,10,Fred Cold,3,3,In Stock,4,8,12.62
362038,1198,C,1385.67,2019-05-20,10,May Flowers,6,1,In Stock,2,4,17.32
265033,1003,C,1119.04,2020-01-11,10,Jack Snow,10,5,In Stock,1,2,13.99
387629,1279,C,1145.00,2019-07-10,10,Justin Heat,6,1,In Stock,1,1,28.62
416198,1498,C,1267.88,2019-12-31,10,Dee Winter,8,3,In Stock,1,5,63.39
447989,1399,C,1262.36,2020-10-30,10,Ossie Leaves,3,3,In Stock,4,2,31.56
362200,1230,C,1337.06,2019-06-07,10,June Summer,8,3,In Stock,1,9,33.43
327187,1067,C,1251.34,2020-02-28,10,Fred Cold,2,2,In Stock,6,9,31.28
457104,1044,C,1180.78,2020-02-02,10,Fred Cold,1,1,In Stock,11,6,29.52
210280,1100,C,1212.75,2020-03-27,10,Matt Winds,3,3,In Stock,4,6,20.21
403310,1121,C,1221.58,2019-04-11,10,April Rains,2,2,In Stock,6,5,30.54
313300,1070,C,1397.83,2020-02-10,10,Fred Cold,8,3,In Stock,1,10,23.30
218110,1131,C,1282.36,2020-04-04,10,April Rains,3,3,In Stock,4,2,16.03
210259,1109,C,1262.36,2020-03-20,10,Matt Winds,3,3,In Stock,4,2,15.78
407041,1294,C,1592.31,2019-08-02,10,Auggie Sunshine,3,3,In Stock,5,7,39.81
408570,1357,C,1379.61,2019-09-19,10,Steve Fall,10,5,In Stock,1,10,17.25
265439,1179,C,1152.11,2020-05-13,10,May Flowers,3,3,In Stock,3,5,28.80
387240,1090,C,1050.00,2019-03-14,10,Matt Winds,1,1,In Stock,10,3,10.50
345722,1312,C,1110.00,2019-08-08,10,Auggie Sunshine,1,1,In Stock,11,5,27.75
150408,1178,C,1203.93,2020-05-03,10,May Flowers,4,4,In Stock,3,2,20.07
342969,1379,C,1045.00,2020-10-23,10,Ossie Leaves,6,1,In Stock,1,8,52.25
222106,1266,C,1312.75,2020-07-16,10,Justin Heat,3,3,In Stock,4,7,21.88
276165,1455,C,1707.50,2020-12-22,10,Dee Winter,8,3,In Stock,2,9,42.69
417216,1096,C,1080.00,2019-03-06,10,Matt Winds,1,1,In Stock,10,9,18.00
372680,1270,C,1212.75,2019-07-27,10,Justin Heat,3,3,In Stock,4,6,12.13
457123,1063,C,1290.75,2020-02-08,10,Fred Cold,1,1,In Stock,12,3,21.51
345905,1375,C,1395.00,2019-10-02,10,Ossie Leaves,6,1,In Stock,2,5,34.88
345415,1185,C,1075.00,2019-05-05,10,May Flowers,6,1,In Stock,1,10,17.92
337095,1035,C,1331.27,2020-01-31,10,Jack Snow,2,2,In Stock,6,1,22.19
433610,1041,C,1221.58,2020-02-21,10,Fred Cold,2,2,In Stock,6,9,12.22
240437,1177,C,1198.14,2020-05-13,10,May Flowers,9,4,In Stock,1,2,11.98
300063,1003,C,1015.00,2020-01-21,10,Jack Snow,6,1,In Stock,1,7,10.15
280527,1237,C,1135.00,2020-06-09,10,June Summer,6,1,In Stock,1,2,18.92
166760,1266,C,1312.75,2020-07-26,10,Justin Heat,3,3,In Stock,4,3,32.82
280914,1384,C,1070.00,2020-10-05,10,Ossie Leaves,1,1,In Stock,10,4,17.83
317130,1223,C,1294.51,2020-06-05,10,June Summer,5,5,In Stock,2,5,64.73
416194,1494,C,1267.88,2019-12-31,10,Dee Winter,8,3,In Stock,1,9,31.70
360320,1122,C,1227.66,2019-04-11,10,April Rains,8,3,In Stock,1,6,12.28
415317,1137,C,1196.21,2019-04-06,10,April Rains,7,2,In Stock,1,5,59.81
337379,1139,C,1267.60,2020-04-27,10,April Rains,8,3,In Stock,1,7,63.38
401430,1070,C,1397.83,2019-02-10,10,Fred Cold,8,3,In Stock,1,5,17.47
184990,1209,C,1397.83,2020-05-30,10,May Flowers,8,3,In Stock,1,8,17.47
402959,1089,C,1270.21,2019-03-23,10,Matt Winds,1,1,In Stock,12,4,21.17
382893,1363,C,1331.27,2019-09-30,10,Steve Fall,2,2,In Stock,6,9,16.64
140494,1204,C,1267.88,2020-05-30,10,May Flowers,8,3,In Stock,1,10,63.39
217820,1102,C,1349.22,2020-03-28,10,Matt Winds,10,5,In Stock,1,9,33.73
342435,1175,C,1195.00,2020-05-12,10,May Flowers,6,1,In Stock,1,8,29.88
162680,1088,C,1264.13,2020-03-23,10,Matt Winds,5,5,In Stock,2,10,63.21
337602,1252,C,1458.61,2020-07-01,10,Justin Heat,9,4,In Stock,1,5,24.31
338071,1421,C,1221.30,2020-11-24,10,Norbert Thanks,2,2,In Stock,6,1,12.21
150404,1174,C,1377.58,2020-05-02,10,May Flowers,8,3,In Stock,1,3,13.78
417885,1355,C,1125.00,2019-09-29,10,Steve Fall,6,1,In Stock,1,4,11.25
201220,1272,C,1349.22,2020-07-08,10,Justin Heat,10,5,In Stock,1,2,13.49
201138,1238,C,1385.67,2020-06-20,10,June Summer,6,1,In Stock,2,4,17.32
275181,1061,C,1279.17,2020-02-27,10,Fred Cold,10,5,In Stock,1,10,15.99
373103,1453,C,1659.26,2019-12-01,10,Dee Winter,10,5,In Stock,1,7,41.48
490275,1095,C,1185.19,2020-03-25,10,Matt Winds,6,1,In Stock,1,5,59.26
410318,1378,C,1264.13,2019-10-13,10,Ossie Leaves,5,5,In Stock,2,10,63.21
383013,1423,C,1232.87,2019-11-05,10,Norbert Thanks,3,3,In Stock,4,1,61.64
317269,1189,C,1330.98,2020-05-27,10,May Flowers,1,1,In Stock,13,9,33.27
166083,1233,C,1355.29,2020-06-18,10,June Summer,6,1,In Stock,2,5,16.94
197670,1087,C,1258.05,2020-03-23,10,Matt Winds,9,4,In Stock,1,7,12.58
447308,1128,C,1146.60,2020-04-03,10,April Rains,7,2,In Stock,1,3,19.11
435970,1157,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,8,23.30
212474,1184,C,1070.00,2020-05-25,10,May Flowers,1,1,In Stock,10,7,17.83
343186,1476,C,1130.00,2020-12-29,10,Dee Winter,1,1,In Stock,11,2,56.50
140694,1284,C,1267.88,2020-07-31,10,Justin Heat,8,3,In Stock,1,6,31.70
457666,1256,C,1192.36,2020-07-22,10,Justin Heat,3,3,In Stock,3,10,29.81
160800,1020,C,1337.06,2020-01-27,10,Jack Snow,8,3,In Stock,1,7,33.43
443840,1474,C,1361.37,2020-12-28,10,Dee Winter,2,2,In Stock,6,6,68.07
437600,1240,C,1397.83,2020-06-20,10,June Summer,8,3,In Stock,1,3,23.30
190307,1377,C,1258.05,2020-10-13,10,Ossie Leaves,9,4,In Stock,1,8,15.73
407216,1276,C,1373.52,2019-07-19,10,Justin Heat,4,4,In Stock,3,3,17.17
481850,1275,C,1367.45,2020-07-29,10,Justin Heat,8,3,In Stock,1,5,34.19
346162,1452,C,1500.00,2019-12-21,10,Dee Winter,1,1,In Stock,15,3,75.00
420205,1085,C,1025.00,2020-03-02,10,Matt Winds,6,1,In Stock,1,6,17.08
240185,1065,C,1302.33,2020-02-28,10,Fred Cold,3,3,In Stock,4,10,13.02
320855,1335,C,1647.01,2020-09-02,10,Steve Fall,8,3,In Stock,2,6,82.35
359620,1082,C,1227.66,2019-03-21,10,Matt Winds,8,3,In Stock,1,3,61.38
406970,1287,C,1397.83,2019-07-31,10,Justin Heat,8,3,In Stock,1,9,17.47
368001,1450,C,1397.83,2019-11-30,10,Norbert Thanks,8,3,In Stock,1,7,13.98
436191,1141,C,1343.13,2020-04-27,10,April Rains,4,4,In Stock,3,6,16.79
368693,1413,C,1732.09,2019-11-21,10,Norbert Thanks,3,3,In Stock,5,7,28.87
363248,1218,C,1264.13,2019-06-23,10,June Summer,5,5,In Stock,2,3,15.80
165181,1181,C,1282.36,2020-05-24,10,May Flowers,3,3,In Stock,4,4,16.03
492410,1180,C,1050.00,2020-05-04,10,May Flowers,1,1,In Stock,10,3,13.12
184818,1178,C,1264.13,2020-05-13,10,May Flowers,5,5,In Stock,2,10,31.60
199500,1190,C,1337.06,2020-05-17,10,May Flowers,8,3,In Stock,1,2,13.37
342896,1366,C,1150.00,2020-09-30,10,Steve Fall,1,1,In Stock,11,8,57.50
447996,1406,C,1267.88,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,7,15.85
421099,1449,C,1150.00,2020-11-30,10,Norbert Thanks,1,1,In Stock,11,8,11.50
338063,1413,C,1649.61,2020-11-21,10,Norbert Thanks,10,5,In Stock,1,8,16.50
207595,1465,C,1306.67,2020-12-15,10,Dee Winter,7,2,In Stock,1,3,16.33
357210,1021,C,1343.13,2019-01-07,10,Jack Snow,4,4,In Stock,3,10,22.39
220380,1218,C,1264.13,2020-06-13,10,June Summer,5,5,In Stock,2,5,31.60
492286,1106,C,1130.00,2020-03-29,10,Matt Winds,1,1,In Stock,11,6,28.25
387451,1191,C,1105.00,2019-05-17,10,May Flowers,6,1,In Stock,1,7,11.05
300459,1199,C,1145.00,2020-05-20,10,May Flowers,6,1,In Stock,1,5,19.08
275642,1262,C,1227.08,2020-07-14,10,Justin Heat,8,3,In Stock,1,6,20.45
403010,1121,C,1221.58,2019-04-01,10,April Rains,2,2,In Stock,6,7,61.08
346116,1466,C,1080.00,2019-12-06,10,Dee Winter,1,1,In Stock,10,9,13.50
212569,1219,C,1045.00,2020-06-23,10,June Summer,6,1,In Stock,1,3,13.06
337979,1389,C,1267.60,2020-10-27,10,Ossie Leaves,8,3,In Stock,1,1,63.38
338040,1420,C,1215.50,2020-11-14,10,Norbert Thanks,6,1,In Stock,2,3,15.19
265200,1080,C,1267.88,2020-02-28,10,Fred Cold,8,3,In Stock,1,5,63.39
266138,1458,C,1146.60,2020-12-13,10,Dee Winter,7,2,In Stock,1,4,14.33
261040,1454,C,1786.80,2020-12-02,10,Dee Winter,7,2,In Stock,2,1,22.34
217299,1089,C,1270.21,2020-03-03,10,Matt Winds,1,1,In Stock,12,1,31.76
